,Cohort,Total Cohort,Total Grads - n,Total Grads - % of cohort,Total Regents - n,Total Regents - % of cohort,Total Regents - % of grads,Advanced Regents - n,Advanced Regents - % of cohort,Advanced Regents - % of grads,Regents w/o Advanced - n,Regents w/o Advanced - % of cohort,Regents w/o Advanced - % of grads,Local - n,Local - % of cohort,Local - % of grads,Still Enrolled - n,Still Enrolled - % of cohort,Dropped Out - n,Dropped Out - % of cohort,BORO,Income,y
1098,2003,94,88,93.6,79,84.0,89.8,29,30.9,33.0,50,53.2,56.8,9,9.6,10.2,5,5.3,1,1.1,X,52782,82.4
1099,2004,91,75,82.4,63,69.2,84.0,19,20.9,25.3,44,48.4,58.7,12,13.2,16.0,15,16.5,1,1.1,X,52782,71.7
1100,2005,113,81,71.7,63,55.8,77.8,22,19.5,27.2,41,36.3,50.6,18,15.9,22.2,14,12.4,13,11.5,X,52782,76.9
1104,2003,82,61,74.4,45,54.9,73.8,3,3.7,4.9,42,51.2,68.9,16,19.5,26.2,19,23.2,2,2.4,X,52782,58.8
1105,2004,80,47,58.8,42,52.5,89.4,5,6.3,10.6,37,46.3,78.7,5,6.3,10.6,20,25.0,12,15.0,X,52782,62.9
1106,2005,105,66,62.9,51,48.6,77.3,6,5.7,9.1,45,42.9,68.2,15,14.3,22.7,20,19.0,15,14.3,X,52782,66.7
1109,2003,75,68,90.7,57,76.0,83.8,11,14.7,16.2,46,61.3,67.6,11,14.7,16.2,4,5.3,3,4.0,X,52782,83.2
1110,2004,95,79,83.2,31,32.6,39.2,5,5.3,6.3,26,27.4,32.9,48,50.5,60.8,16,16.8,0,0.0,X,52782,73.7
1111,2005,95,70,73.7,34,35.8,48.6,4,4.2,5.7,30,31.6,42.9,36,37.9,51.4,20,21.1,4,4.2,X,52782,70.3
1113,2001,819,341,41.6,130,15.9,38.1,29,3.5,8.5,101,12.3,29.6,210,25.6,61.6,308,37.6,114,13.9,X,52782,46.0
1114,2002,669,308,46.0,159,23.8,51.6,1,0.1,0.3,158,23.6,51.3,150,22.4,48.7,265,39.6,69,10.3,X,52782,38.5
1115,2003,582,224,38.5,99,17.0,44.2,9,1.5,4.0,90,15.5,40.2,125,21.5,55.8,201,34.5,125,21.5,X,52782,34.6
1116,2004,422,146,34.6,67,15.9,45.9,0,0.0,0.0,67,15.9,45.9,79,18.7,54.1,163,38.6,90,21.3,X,52782,35.9
1117,2005,435,156,35.9,80,18.4,51.3,10,2.3,6.4,70,16.1,44.9,76,17.5,48.7,163,37.5,77,17.7,X,52782,46.6
1120,2002,57,46,80.7,17,29.8,37.0,0,0.0,0.0,17,29.8,37.0,29,50.9,63.0,8,14.0,2,3.5,X,52782,65.3
1121,2003,72,47,65.3,22,30.6,46.8,0,0.0,0.0,22,30.6,46.8,25,34.7,53.2,15,20.8,7,9.7,X,52782,61.5
1122,2004,96,59,61.5,25,26.0,42.4,1,1.0,1.7,24,25.0,40.7,34,35.4,57.6,20,20.8,6,6.3,X,52782,49.0
1123,2005,96,47,49.0,26,27.1,55.3,1,1.0,2.1,25,26.0,53.2,21,21.9,44.7,31,32.3,13,13.5,X,52782,67.4
1125,2001,576,196,34.0,50,8.7,25.5,5,0.9,2.6,45,7.8,23.0,146,25.3,74.5,165,28.6,204,35.4,X,52782,26.9
1126,2002,498,134,26.9,51,10.2,38.1,0,0.0,0.0,51,10.2,38.1,83,16.7,61.9,167,33.5,176,35.3,X,52782,29.2
1127,2003,473,138,29.2,48,10.1,34.8,4,0.8,2.9,44,9.3,31.9,90,19.0,65.2,143,30.2,170,35.9,X,52782,35.8
1131,2001,525,293,55.8,207,39.4,70.6,43,8.2,14.7,164,31.2,56.0,86,16.4,29.4,139,26.5,65,12.4,X,52782,55.7
1132,2002,535,298,55.7,216,40.4,72.5,16,3.0,5.4,200,37.4,67.1,82,15.3,27.5,145,27.1,64,12.0,X,52782,58.8
1133,2003,541,318,58.8,222,41.0,69.8,20,3.7,6.3,202,37.3,63.5,96,17.7,30.2,101,18.7,99,18.3,X,52782,52.7
1134,2004,670,353,52.7,281,41.9,79.59999999999998,1,0.1,0.3,280,41.8,79.3,72,10.7,20.4,182,27.2,104,15.5,X,52782,59.2
1135,2005,628,372,59.2,292,46.5,78.5,22,3.5,5.9,270,43.0,72.59999999999998,80,12.7,21.5,142,22.6,67,10.7,X,52782,64.1
1138,2004,86,67,77.9,40,46.5,59.7,17,19.8,25.4,23,26.7,34.3,27,31.4,40.3,16,18.6,2,2.3,X,52782,70.7
1139,2005,58,41,70.7,29,50.0,70.7,5,8.6,12.2,24,41.4,58.5,12,20.7,29.3,17,29.3,0,0.0,X,52782,79.0
1142,2004,79,61,77.2,21,26.6,34.4,2,2.5,3.3,19,24.1,31.1,40,50.6,65.6,16,20.3,1,1.3,X,52782,49.3
1143,2005,71,35,49.3,7,9.9,20.0,0,0.0,0.0,7,9.9,20.0,28,39.4,80.0,22,31.0,12,16.9,X,52782,54.5
1147,2003,88,63,71.6,20,22.7,31.7,0,0.0,0.0,20,22.7,31.7,43,48.9,68.3,16,18.2,6,6.8,X,52782,48.9
1148,2004,88,43,48.9,11,12.5,25.6,0,0.0,0.0,11,12.5,25.6,32,36.4,74.4,32,36.4,13,14.8,X,52782,51.8
1149,2005,110,57,51.8,7,6.4,12.3,0,0.0,0.0,7,6.4,12.3,50,45.5,87.7,31,28.2,12,10.9,X,52782,53.4
1152,2002,88,74,84.1,58,65.9,78.4,7,8.0,9.5,51,58.0,68.9,16,18.2,21.6,12,13.6,2,2.3,X,52782,87.7
1153,2003,114,100,87.7,88,77.2,88.0,18,15.8,18.0,70,61.4,70.0,12,10.5,12.0,10,8.800000000000002,3,2.6,X,52782,85.6
1154,2004,97,83,85.6,59,60.8,71.1,16,16.5,19.3,43,44.3,51.8,24,24.7,28.9,6,6.2,7,7.2,X,52782,81.0
1155,2005,105,85,81.0,71,67.6,83.5,28,26.7,32.9,43,41.0,50.6,14,13.3,16.5,14,13.3,5,4.8,X,52782,91.0
1159,2003,83,67,80.7,48,57.8,71.6,4,4.8,6.0,44,53.0,65.7,19,22.9,28.4,13,15.7,3,3.6,X,52782,85.2
1160,2004,81,69,85.2,57,70.40000000000002,82.6,19,23.5,27.5,38,46.9,55.1,12,14.8,17.4,8,9.9,4,4.9,X,52782,71.6
1161,2005,116,83,71.6,66,56.9,79.5,12,10.3,14.5,54,46.6,65.1,17,14.7,20.5,29,25.0,3,2.6,X,52782,69.5
1164,2002,60,55,91.7,27,45.0,49.1,0,0.0,0.0,27,45.0,49.1,28,46.7,50.9,4,6.7,1,1.7,X,52782,88.9
1165,2003,72,64,88.9,34,47.2,53.1,1,1.4,1.6,33,45.8,51.6,30,41.7,46.9,5,6.9,1,1.4,X,52782,97.3
1166,2004,73,71,97.3,43,58.9,60.6,0,0.0,0.0,43,58.9,60.6,28,38.4,39.4,1,1.4,1,1.4,X,52782,91.6
1167,2005,83,76,91.6,30,36.1,39.5,0,0.0,0.0,30,36.1,39.5,46,55.4,60.5,5,6.0,2,2.4,X,52782,88.6
1170,2001,68,44,64.7,1,1.5,2.3,0,0.0,0.0,1,1.5,2.3,43,63.2,97.7,16,23.5,6,8.800000000000002,K,40519,67.3
1171,2002,49,33,67.3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,33,67.3,100.0,9,18.4,6,12.2,K,40519,72.5
1172,2003,51,37,72.5,23,45.1,62.2,0,0.0,0.0,23,45.1,62.2,14,27.5,37.8,12,23.5,1,2.0,K,40519,81.7
1173,2004,60,49,81.7,37,61.7,75.5,1,1.7,2.0,36,60.0,73.5,12,20.0,24.5,9,15.0,0,0.0,K,40519,80.59999999999998
1174,2005,62,50,80.59999999999998,45,72.59999999999998,90.0,13,21.0,26.0,32,51.6,64.0,5,8.1,10.0,9,14.5,3,4.8,K,40519,84.6
1177,2001,737,232,31.5,93,12.6,40.1,17,2.3,7.3,76,10.3,32.8,139,18.9,59.9,329,44.6,139,18.9,K,40519,34.6
1178,2002,868,300,34.6,164,18.9,54.7,15,1.7,5.0,149,17.2,49.7,136,15.7,45.3,323,37.2,224,25.8,K,40519,31.5
1179,2003,793,250,31.5,130,16.4,52.0,29,3.7,11.6,101,12.7,40.4,120,15.1,48.0,314,39.6,213,26.9,K,40519,28.9
1180,2004,661,191,28.9,109,16.5,57.1,20,3.0,10.5,89,13.5,46.6,82,12.4,42.9,268,40.5,189,28.6,K,40519,34.0
1181,2005,632,215,34.0,125,19.8,58.1,27,4.3,12.6,98,15.5,45.6,90,14.2,41.9,266,42.1,121,19.1,K,40519,42.3
1183,2001,327,80,24.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,78,23.9,97.5,157,48.0,81,24.8,K,40519,32.3
1184,2002,310,100,32.3,31,10.0,31.0,5,1.6,5.0,26,8.4,26.0,69,22.3,69.0,102,32.9,87,28.1,K,40519,43.0
1190,2004,68,34,50.0,16,23.5,47.1,0,0.0,0.0,16,23.5,47.1,18,26.5,52.9,27,39.7,7,10.3,K,40519,54.9
1191,2005,102,56,54.9,16,15.7,28.6,0,0.0,0.0,16,15.7,28.6,40,39.2,71.40000000000002,25,24.5,16,15.7,K,40519,55.2
1195,2004,83,35,42.2,27,32.5,77.09999999999998,2,2.4,5.7,25,30.1,71.40000000000002,8,9.6,22.9,30,36.1,15,18.1,K,40519,60.0
1196,2005,95,57,60.0,42,44.2,73.7,2,2.1,3.5,40,42.1,70.2,15,15.8,26.3,24,25.3,10,10.5,K,40519,67.6
1198,2004,76,58,76.3,54,71.1,93.1,3,3.9,5.2,51,67.1,87.9,4,5.3,6.9,14,18.4,4,5.3,K,40519,70.2
1199,2005,94,66,70.2,47,50.0,71.2,0,0.0,0.0,47,50.0,71.2,19,20.2,28.8,21,22.3,5,5.3,K,40519,72.09999999999998
1203,2004,98,67,68.4,45,45.9,67.2,8,8.2,11.9,37,37.8,55.2,22,22.4,32.8,23,23.5,7,7.1,K,40519,63.0
1204,2005,81,51,63.0,26,32.1,51.0,4,4.9,7.8,22,27.2,43.1,25,30.9,49.0,19,23.5,9,11.1,K,40519,67.4
1207,2001,286,199,69.6,119,41.6,59.8,34,11.9,17.1,85,29.7,42.7,81,28.3,40.7,58,20.3,14,4.9,K,40519,63.1
1208,2002,282,178,63.1,120,42.6,67.4,10,3.5,5.6,110,39.0,61.8,58,20.6,32.6,73,25.9,20,7.1,K,40519,69.2
1209,2003,331,229,69.2,145,43.8,63.3,52,15.7,22.7,93,28.1,40.6,84,25.4,36.7,60,18.1,30,9.1,K,40519,61.1
1210,2004,350,214,61.1,133,38.0,62.1,79,22.6,36.9,54,15.4,25.2,81,23.1,37.9,87,24.9,32,9.1,K,40519,66.7
1211,2005,381,254,66.7,195,51.2,76.8,102,26.8,40.2,93,24.4,36.6,59,15.5,23.2,81,21.3,26,6.8,K,40519,75.09999999999998
1217,2001,243,76,31.3,1,0.4,1.3,0,0.0,0.0,1,0.4,1.3,76,31.3,100.0,103,42.4,56,23.0,K,40519,35.5
1218,2002,276,98,35.5,2,0.7,2.0,2,0.7,2.0,0,0.0,0.0,96,34.8,98.0,87,31.5,69,25.0,K,40519,39.8
1219,2003,264,105,39.8,7,2.7,6.7,7,2.7,6.7,0,0.0,0.0,98,37.1,93.3,88,33.3,60,22.7,K,40519,39.0
1220,2004,213,83,39.0,39,18.3,47.0,8,3.8,9.6,31,14.6,37.3,44,20.7,53.0,69,32.4,50,23.5,K,40519,40.1
1221,2005,237,95,40.1,42,17.7,44.2,4,1.7,4.2,38,16.0,40.0,53,22.4,55.8,67,28.3,46,19.4,K,40519,55.3
1223,2001,23,20,87.0,8,34.8,40.0,0,0.0,0.0,8,34.8,40.0,12,52.2,60.0,3,13.0,0,0.0,K,67081,72.7
1224,2002,66,48,72.7,34,51.5,70.8,0,0.0,0.0,34,51.5,70.8,16,24.2,33.3,7,10.6,9,13.6,K,67081,75.3
1225,2003,73,55,75.3,41,56.2,74.5,0,0.0,0.0,41,56.2,74.5,14,19.2,25.5,12,16.4,6,8.2,K,67081,71.40000000000002
1226,2004,49,35,71.40000000000002,30,61.2,85.7,0,0.0,0.0,30,61.2,85.7,5,10.2,14.3,9,18.4,3,6.1,K,67081,46.0
1227,2005,100,46,46.0,38,38.0,82.6,0,0.0,0.0,38,38.0,82.6,8,8.0,17.4,41,41.0,9,9.0,K,67081,84.0
1229,2005,91,64,70.3,41,45.1,64.1,0,0.0,0.0,41,45.1,64.1,23,25.3,35.9,17,18.7,8,8.800000000000002,K,67081,80.2
1233,2001,180,113,62.8,85,47.2,75.2,0,0.0,0.0,85,47.2,75.2,28,15.6,24.8,52,28.9,15,8.3,K,67081,62.0
1234,2002,171,106,62.0,87,50.9,82.1,0,0.0,0.0,87,50.9,82.1,19,11.1,17.9,51,29.8,9,5.3,K,67081,62.9
1235,2003,186,117,62.9,85,45.7,72.59999999999998,0,0.0,0.0,85,45.7,72.59999999999998,32,17.2,27.4,52,28.0,15,8.1,K,67081,67.6
1236,2004,176,119,67.6,87,49.4,73.09999999999998,5,2.8,4.2,82,46.6,68.9,32,18.2,26.9,45,25.6,10,5.7,K,67081,66.7
1237,2005,243,162,66.7,140,57.6,86.4,23,9.5,14.2,117,48.1,72.2,22,9.1,13.6,58,23.9,17,7.0,K,67081,72.7
1239,2001,867,788,90.9,787,90.8,99.9,721,83.2,91.5,66,7.6,8.4,1,0.1,0.1,75,8.7,3,0.3,K,67081,94.0
1240,2002,919,864,94.0,864,94.0,100.0,767,83.5,88.8,97,10.6,11.2,0,0.0,0.0,41,4.5,9,1.0,K,67081,91.1
1241,2003,900,820,91.1,819,91.0,99.9,708,78.7,86.3,111,12.3,13.5,1,0.1,0.1,64,7.1,14,1.6,K,67081,92.3
1242,2004,1009,931,92.3,931,92.3,100.0,848,84.0,91.1,83,8.2,8.9,0,0.0,0.0,69,6.8,4,0.4,K,67081,89.3
1243,2005,1011,903,89.3,903,89.3,100.0,835,82.6,92.5,68,6.7,7.5,0,0.0,0.0,101,10.0,4,0.4,K,67081,95.1
1245,2001,72,59,81.9,21,29.2,35.6,0,0.0,0.0,21,29.2,35.6,38,52.8,64.4,9,12.5,4,5.6,K,67081,77.5
1246,2002,71,55,77.5,22,31.0,40.0,0,0.0,0.0,22,31.0,40.0,33,46.5,60.0,12,16.9,4,5.6,K,67081,76.9
1247,2003,65,50,76.9,16,24.6,32.0,0,0.0,0.0,16,24.6,32.0,34,52.3,68.0,9,13.8,6,9.2,K,67081,79.3
1248,2004,82,65,79.3,33,40.2,50.8,0,0.0,0.0,33,40.2,50.8,32,39.0,49.2,14,17.1,3,3.7,K,67081,85.1
1249,2005,87,74,85.1,53,60.9,71.6,0,0.0,0.0,53,60.9,71.6,21,24.1,28.4,11,12.6,2,2.3,K,67081,84.3
1252,2004,86,77,89.5,58,67.4,75.3,0,0.0,0.0,58,67.4,75.3,19,22.1,24.7,8,9.3,0,0.0,K,67081,84.6
1253,2005,104,88,84.6,61,58.7,69.3,0,0.0,0.0,61,58.7,69.3,27,26.0,30.7,14,13.5,1,1.0,K,67081,86.2
1255,2001,120,68,56.7,31,25.8,45.6,0,0.0,0.0,31,25.8,45.6,37,30.8,54.4,26,21.7,20,16.7,K,67081,66.4
1256,2002,125,83,66.4,47,37.6,56.6,2,1.6,2.4,45,36.0,54.2,36,28.8,43.4,18,14.4,18,14.4,K,67081,60.3
1257,2003,131,79,60.3,59,45.0,74.7,2,1.5,2.5,57,43.5,72.2,20,15.3,25.3,19,14.5,25,19.1,K,67081,69.0
1258,2004,113,78,69.0,50,44.2,64.1,5,4.4,6.4,45,39.8,57.7,28,24.8,35.9,25,22.1,6,5.3,K,67081,61.6
1259,2005,172,106,61.6,81,47.1,76.4,12,7.0,11.3,69,40.1,65.1,25,14.5,23.6,42,24.4,13,7.6,K,67081,74.59999999999998
1262,2002,33,23,69.7,21,63.6,91.3,0,0.0,0.0,21,63.6,91.3,2,6.1,8.7,9,27.3,0,0.0,K,67081,44.9
1263,2003,49,22,44.9,20,40.8,90.9,0,0.0,0.0,20,40.8,90.9,2,4.1,9.1,19,38.8,5,10.2,K,67081,53.8
1264,2004,52,28,53.8,27,51.9,96.4,0,0.0,0.0,27,51.9,96.4,1,1.9,3.6,21,40.4,3,5.8,K,67081,43.1
1265,2005,65,28,43.1,25,38.5,89.3,2,3.1,7.1,23,35.4,82.1,3,4.6,10.7,33,50.8,2,3.1,K,67081,70.7
1267,2001,135,15,11.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,15,11.1,100.0,108,80.0,12,8.9,K,67081,8.6
1268,2002,128,11,8.6,2,1.6,18.2,0,0.0,0.0,2,1.6,18.2,9,7.0,81.8,108,84.4,9,7.0,K,67081,9.6
1269,2003,115,11,9.6,5,4.3,45.5,0,0.0,0.0,5,4.3,45.5,6,5.2,54.5,98,85.2,5,4.3,K,67081,12.0
1270,2004,83,10,12.0,1,1.2,10.0,0,0.0,0.0,1,1.2,10.0,9,10.8,90.0,66,79.5,6,7.2,K,67081,35.9
1271,2005,64,23,35.9,6,9.4,26.1,0,0.0,0.0,6,9.4,26.1,17,26.6,73.9,34,53.1,6,9.4,K,67081,16.4
1273,2001,86,30,34.9,1,1.2,3.3,0,0.0,0.0,1,1.2,3.3,29,33.7,96.7,46,53.5,10,11.6,K,67081,27.9
1274,2002,68,19,27.9,6,8.800000000000002,31.6,0,0.0,0.0,6,8.800000000000002,31.6,13,19.1,68.4,37,54.4,12,17.6,K,67081,45.8
1275,2003,72,33,45.8,13,18.1,39.4,0,0.0,0.0,13,18.1,39.4,20,27.8,60.6,31,43.1,8,11.1,K,67081,31.5
1276,2004,54,17,31.5,5,9.3,29.4,0,0.0,0.0,5,9.3,29.4,12,22.2,70.6,33,61.1,4,7.4,K,67081,36.5
1277,2005,52,19,36.5,12,23.1,63.2,0,0.0,0.0,12,23.1,63.2,7,13.5,36.8,28,53.8,4,7.7,K,67081,28.8
1280,2003,94,88,93.6,85,90.4,96.6,60,63.8,68.2,25,26.6,28.4,3,3.2,3.4,4,4.3,2,2.1,K,67081,96.6
1281,2004,117,113,96.6,107,91.5,94.7,68,58.1,60.2,39,33.3,34.5,6,5.1,5.3,2,1.7,1,0.9,K,67081,94.8
1282,2005,77,73,94.8,71,92.2,97.3,55,71.40000000000002,75.3,16,20.8,21.9,2,2.6,2.7,4,5.2,0,0.0,K,67081,92.1
1284,2001,175,56,32.0,24,13.7,42.9,2,1.1,3.6,22,12.6,39.3,32,18.3,57.1,62,35.4,28,16.0,K,67081,57.0
1285,2002,228,130,57.0,48,21.1,36.9,7,3.1,5.4,41,18.0,31.5,82,36.0,63.1,52,22.8,32,14.0,K,67081,67.3
1286,2003,165,111,67.3,42,25.5,37.8,14,8.5,12.6,28,17.0,25.2,69,41.8,62.2,20,12.1,17,10.3,K,67081,52.7
1287,2004,241,127,52.7,42,17.4,33.1,12,5.0,9.4,30,12.4,23.6,85,35.3,66.9,54,22.4,28,11.6,K,67081,59.8
1288,2005,169,101,59.8,24,14.2,23.8,7,4.1,6.9,17,10.1,16.8,77,45.6,76.2,43,25.4,15,8.9,K,67081,58.5
1292,2001,141,128,90.8,97,68.8,75.8,1,0.7,0.8,96,68.1,75.0,31,22.0,24.2,11,7.8,2,1.4,K,67081,88.4
1293,2002,155,137,88.4,128,82.6,93.4,45,29.0,32.8,83,53.5,60.6,9,5.8,6.6,13,8.4,5,3.2,K,67081,90.5
1294,2003,200,181,90.5,160,80.0,88.4,72,36.0,39.8,88,44.0,48.6,21,10.5,11.6,14,7.0,5,2.5,K,67081,91.6
1295,2004,238,218,91.6,209,87.8,95.9,135,56.7,61.9,74,31.1,33.9,9,3.8,4.1,13,5.5,7,2.9,K,67081,95.1
1296,2005,246,234,95.1,230,93.5,98.3,133,54.1,56.8,97,39.4,41.5,4,1.6,1.7,8,3.3,3,1.2,K,67081,94.0
1300,2002,190,120,63.2,81,42.6,67.5,11,5.8,9.2,70,36.8,58.3,39,20.5,32.5,42,22.1,16,8.4,K,39966,52.8
1302,2004,75,46,61.3,26,34.7,56.5,0,0.0,0.0,26,34.7,56.5,20,26.7,43.5,22,29.3,6,8.0,K,39966,48.9
1303,2005,94,46,48.9,34,36.2,73.9,3,3.2,6.5,31,33.0,67.4,12,12.8,26.1,35,37.2,7,7.4,K,39966,44.0
1306,2005,94,71,75.5,53,56.4,74.59999999999998,1,1.1,1.4,52,55.3,73.2,18,19.1,25.4,19,20.2,1,1.1,K,39966,70.0
1314,2001,128,71,55.5,32,25.0,45.1,0,0.0,0.0,32,25.0,45.1,39,30.5,54.9,41,32.0,12,9.4,K,39966,53.5
1315,2002,213,114,53.5,25,11.7,21.9,1,0.5,0.9,24,11.3,21.1,89,41.8,78.09999999999998,70,32.9,20,9.4,K,39966,53.6
1316,2003,239,128,53.6,78,32.6,60.9,4,1.7,3.1,74,31.0,57.8,50,20.9,39.1,79,33.1,27,11.3,K,39966,49.3
1317,2004,270,133,49.3,75,27.8,56.4,5,1.9,3.8,70,25.9,52.6,58,21.5,43.6,106,39.3,25,9.3,K,39966,64.5
1318,2005,220,142,64.5,82,37.3,57.7,3,1.4,2.1,79,35.9,55.6,60,27.3,42.3,53,24.1,23,10.5,K,39966,71.0
1320,2001,111,66,59.5,37,33.3,56.1,2,1.8,3.0,35,31.5,53.0,29,26.1,43.9,26,23.4,17,15.3,K,39966,63.2
1321,2003,180,95,52.8,53,29.4,55.8,5,2.8,5.3,48,26.7,50.5,42,23.3,44.2,61,33.9,20,11.1,K,39966,57.1
1322,2004,168,96,57.1,24,14.3,25.0,2,1.2,2.1,22,13.1,22.9,72,42.9,75.0,44,26.2,24,14.3,K,39966,61.1
1323,2005,162,99,61.1,49,30.2,49.5,5,3.1,5.1,44,27.2,44.4,50,30.9,50.5,42,25.9,19,11.7,K,39966,63.0
1325,2001,139,99,71.2,52,37.4,52.5,4,2.9,4.0,48,34.5,48.5,47,33.8,47.5,22,15.8,15,10.8,K,39966,65.9
1326,2002,170,112,65.9,49,28.8,43.8,8,4.7,7.1,41,24.1,36.6,63,37.1,56.3,32,18.8,21,12.4,K,39966,78.2
1327,2003,174,136,78.2,91,52.3,66.9,47,27.0,34.6,44,25.3,32.4,45,25.9,33.1,15,8.6,20,11.5,K,39966,89.5
1328,2004,171,153,89.5,116,67.8,75.8,80,46.8,52.3,36,21.1,23.5,37,21.6,24.2,13,7.6,3,1.8,K,39966,85.7
1329,2005,168,144,85.7,107,63.7,74.3,73,43.5,50.7,34,20.2,23.6,37,22.0,25.7,20,11.9,2,1.2,K,39966,85.7
1331,2004,55,53,96.4,47,85.5,88.7,4,7.3,7.5,43,78.2,81.09999999999998,6,10.9,11.3,1,1.8,1,1.8,K,39966,77.4
1332,2005,84,65,77.4,48,57.1,73.8,3,3.6,4.6,45,53.6,69.2,17,20.2,26.2,14,16.7,1,1.2,K,39966,81.3
1336,2004,76,56,73.7,38,50.0,67.9,6,7.9,10.7,32,42.1,57.1,18,23.7,32.1,9,11.8,9,11.8,K,39966,76.3
1337,2005,80,61,76.3,54,67.5,88.5,3,3.8,4.9,51,63.8,83.6,7,8.800000000000002,11.5,9,11.3,7,8.800000000000002,K,39966,82.5
1340,2004,88,66,75.0,62,70.5,93.9,15,17.0,22.7,47,53.4,71.2,4,4.5,6.1,16,18.2,6,6.8,K,39966,85.4
1341,2005,103,88,85.4,83,80.59999999999998,94.3,23,22.3,26.1,60,58.3,68.2,5,4.9,5.7,10,9.7,5,4.9,K,39966,88.9
1344,2001,95,35,36.8,12,12.6,34.3,0,0.0,0.0,12,12.6,34.3,24,25.3,68.6,25,26.3,24,25.3,K,39966,40.8
1345,2002,103,42,40.8,10,9.7,23.8,0,0.0,0.0,10,9.7,23.8,32,31.1,76.2,30,29.1,25,24.3,K,39966,46.3
1346,2003,134,62,46.3,16,11.9,25.8,12,9.0,19.4,4,3.0,6.5,46,34.3,74.2,37,27.6,23,17.2,K,39966,51.9
1347,2004,185,96,51.9,40,21.6,41.7,34,18.4,35.4,6,3.2,6.3,56,30.3,58.3,43,23.2,31,16.8,K,39966,53.5
1348,2005,215,115,53.5,51,23.7,44.3,0,0.0,0.0,51,23.7,44.3,64,29.8,55.7,58,27.0,26,12.1,K,39966,59.2
1350,2001,275,104,37.8,29,10.5,27.9,4,1.5,3.8,25,9.1,24.0,75,27.3,72.09999999999998,66,24.0,92,33.5,K,39966,47.7
1351,2002,197,94,47.7,21,10.7,22.3,2,1.0,2.1,19,9.6,20.2,73,37.1,77.7,49,24.9,48,24.4,K,39966,55.8
1355,2001,32,17,53.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,17,53.1,100.0,10,31.3,1,3.1,K,39966,58.5
1356,2002,41,24,58.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,24,58.5,100.0,15,36.6,2,4.9,K,39966,57.7
1357,2003,26,15,57.7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,15,57.7,100.0,11,42.3,0,0.0,K,39966,83.3
1358,2004,30,25,83.3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,25,83.3,100.0,5,16.7,0,0.0,K,39966,74.2
1359,2005,31,23,74.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,23,74.2,100.0,4,12.9,1,3.2,K,39966,68.3
1363,2001,84,33,39.3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,33,39.3,100.0,27,32.1,20,23.8,K,67081,53.6
1364,2002,84,45,53.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,45,53.6,100.0,21,25.0,14,16.7,K,67081,43.2
1365,2003,74,32,43.2,1,1.4,3.1,0,0.0,0.0,1,1.4,3.1,31,41.9,96.9,35,47.3,4,5.4,K,67081,44.1
1366,2004,93,41,44.1,23,24.7,56.1,0,0.0,0.0,23,24.7,56.1,18,19.4,43.9,32,34.4,10,10.8,K,67081,42.1
1367,2005,107,45,42.1,32,29.9,71.1,0,0.0,0.0,32,29.9,71.1,13,12.1,28.9,43,40.2,6,5.6,K,67081,60.4
1370,2005,79,69,87.3,52,65.8,75.4,0,0.0,0.0,52,65.8,75.4,17,21.5,24.6,5,6.3,3,3.8,K,67081,84.2
1374,2001,122,69,56.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,69,56.6,100.0,43,35.20000000000001,8,6.6,K,67081,41.5
1375,2002,41,17,41.5,6,14.6,35.3,1,2.4,5.9,5,12.2,29.4,11,26.8,64.7,13,31.7,5,12.2,K,67081,59.6
1376,2003,57,34,59.6,19,33.3,55.9,3,5.3,8.800000000000002,16,28.1,47.1,15,26.3,44.1,8,14.0,11,19.3,K,67081,67.5
1377,2004,80,54,67.5,37,46.3,68.5,4,5.0,7.4,33,41.3,61.1,17,21.3,31.5,21,26.3,4,5.0,K,67081,69.9
1378,2005,83,58,69.9,45,54.2,77.59999999999998,11,13.3,19.0,34,41.0,58.6,13,15.7,22.4,19,22.9,2,2.4,K,67081,66.3
1381,2002,43,22,51.2,17,39.5,77.3,1,2.3,4.5,16,37.2,72.7,5,11.6,22.7,16,37.2,5,11.6,K,67081,57.4
1382,2003,54,31,57.4,25,46.3,80.59999999999998,2,3.7,6.5,23,42.6,74.2,6,11.1,19.4,20,37.0,1,1.9,K,67081,64.1
1383,2004,92,59,64.1,40,43.5,67.8,12,13.0,20.3,28,30.4,47.5,19,20.7,32.2,31,33.7,1,1.1,K,67081,54.5
1384,2005,88,48,54.5,28,31.8,58.3,7,8.0,14.6,21,23.9,43.8,20,22.7,41.7,33,37.5,6,6.8,K,67081,67.0
1386,2001,48,19,39.6,6,12.5,31.6,0,0.0,0.0,6,12.5,31.6,13,27.1,68.4,26,54.2,3,6.3,K,67081,40.0
